1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	24
27	25
28	26
29	26
30	27
31	28
32	28
33	29
34	30
35	30
36	30
37	31
38	32
39	32
40	32
41	33
42	34
43	34
44	35
45	35
46	36
47	37
48	38
49	38
50	38
51	39
52	39
53	40
54	41
55	41
56	42
57	43
58	44
59	44
60	44
61	45
62	45
63	46
64	46
65	46
66	46
67	46
68	47
69	48
70	49
71	50
72	51
73	52
74	52
75	53
76	54
77	55
78	56
79	57
80	57
81	57
82	58
83	59
84	59
85	60
86	60
87	60
88	61
89	62
90	62
91	63
92	63
93	64
94	65
95	66
96	67
97	68
98	68
99	68
100	69
101	70
102	71
103	71
104	71
105	71
106	72
107	73
108	73
109	73
110	73
111	74
112	75
113	76
114	77
115	77
116	78
117	78
118	79
119	80
120	81
121	82
122	82
123	82
124	83
125	84
126	84
127	85
128	86
129	87
130	87
131	88
132	88
133	88
134	89
135	90
136	91
137	92
138	93
139	94
140	95
141	96
142	97
143	98
144	98
145	99
146	100
147	101
148	102
149	103
150	104
151	104
152	105
153	106
154	107
155	108
156	109
157	110
158	110
159	110
160	110
161	111
162	111
163	112
164	113
165	113
166	114
167	114
168	115
169	115
170	116
171	117
172	118
173	119
174	119
175	120
176	121
177	121
178	122
179	122
180	122
181	123
182	123
183	124
184	124
185	125
186	126
187	127
188	127
189	128
190	128
191	129
192	130
193	130
194	131
195	132
196	133
197	134
198	134
199	134
200	135
201	135
202	135
203	135
204	135
205	135
206	136
207	136
208	136
209	136
210	137
211	138
212	138
213	138
214	139
215	140
216	140
217	140
218	141
219	141
220	141
221	142
222	143
223	144
224	145
225	146
226	147
227	148
228	149
229	150
230	150
231	151
232	151
233	152
234	152
235	152
236	152
237	152
238	153
239	154
240	154
241	154
242	155
243	156
244	156
245	156
246	157
247	157
248	157
249	157
250	157
251	158
252	158
253	159
254	160
255	160
256	160
257	161
258	161
259	162
260	162
261	162
262	162
263	163
264	163
265	164
266	164
267	165
268	166
269	167
270	168
271	168
272	168
273	168
274	168
275	168
276	168
277	168
278	169
279	169
280	169
281	169
282	169
283	170
284	170
285	171
286	171
287	172
288	173
289	173
290	174
291	175
292	176
293	176
294	177
295	177
296	178
297	178
298	178
299	179
300	180
301	181
302	181
303	181
304	182
305	183
306	184
307	185
308	186
309	186
310	187
311	187
312	188
313	188
314	188
315	188
316	188
317	189
318	190
319	191
320	192
321	192
322	192
323	192
324	193
325	194
326	194
327	195
328	195
329	196
330	196
331	197
332	197
333	198
334	198
335	198
336	198
337	199
338	199
339	199
340	200
341	200
342	201
343	202
344	202
345	203
346	204
347	205
348	206
349	206
350	207
351	207
352	208
353	209
354	209
355	209
356	210
357	210
358	210
359	211
360	211
361	211
362	211
363	211
364	211
365	211
366	212
367	212
368	212
369	213
370	214
371	215
372	215
373	215
374	215
375	216
376	217
377	217
378	218
379	218
380	218
381	218
382	218
383	218
384	219
385	220
386	221
387	222
388	223
389	223
390	224
391	224
392	224
393	224
394	225
395	226
396	226
397	227
398	227
399	227
400	227
401	227
402	228
403	229
404	230
405	230
406	231
407	231
408	232
409	232
410	232
411	232
412	232
413	233
414	233
415	234
416	234
417	234
418	234
419	234
420	235
421	236
422	237
423	237
424	238
425	238
426	238
427	239
428	240
429	241
430	242
431	243
432	244
433	244
434	244
435	245
436	246
437	247
438	248
439	248
440	248
441	249
442	250
443	250
444	250
445	250
446	251
447	251
448	252
449	252
450	252
451	252
452	252
453	253
454	253
455	253
456	253
457	253
458	254
459	255
460	256
461	257
462	258
463	258
464	259
465	260
466	261
467	262
468	263
469	263
470	263
471	263
472	263
473	264
474	264
475	265
476	265
477	265
478	265
479	266
480	266
481	266
482	267
483	267
484	268
485	268
486	268
487	269
488	269
489	269
490	269
491	269
492	270
493	270
494	271
495	272
496	272
497	272
498	273
499	273
500	273
501	274
502	275
503	275
504	275
505	276
506	276
507	276
508	277
509	277
510	277
511	277
512	277
513	277
514	277
515	277
516	277
517	277
518	278
519	278
520	278
521	279
522	279
523	279
524	280
525	280
526	280
527	280
528	280
529	281
530	281
531	281
532	282
533	282
534	283
535	284
536	285
537	286
538	286
539	287
540	287
541	287
542	288
543	288
544	289
545	289
546	289
547	289
548	290
549	290
550	291
551	292
552	292
553	292
554	293
555	293
556	294
557	294
558	294
559	294
560	294
561	295
562	295
563	295
564	295
565	295
566	296
